Date,Open,High,Low,Close,Adj Close,Stock,Year,Month
2017-02-14,837.0,838.31,831.45,836.39,836.39,Amazon,2017,2
2017-02-15,834.0,842.81,832.82,842.7,842.7,Amazon,2017,2
2017-02-16,841.84,845.0,839.38,844.14,844.14,Amazon,2017,2
2017-02-17,842.0,847.27,840.73,845.07,845.07,Amazon,2017,2
2017-02-21,848.84,857.98,847.25,856.44,856.44,Amazon,2017,2
2017-02-22,856.95,858.43,852.18,855.61,855.61,Amazon,2017,2
2017-02-23,857.57,860.86,848.0,852.19,852.19,Amazon,2017,2
2017-02-24,844.69,845.81,837.75,845.24,845.24,Amazon,2017,2
2017-02-27,842.38,852.5,839.67,848.64,848.64,Amazon,2017,2
2017-02-28,851.45,854.09,842.05,845.04,845.04,Amazon,2017,2
2017-03-01,853.05,854.83,849.01,853.08,853.08,Amazon,2017,3
2017-03-02,853.08,854.82,847.28,848.91,848.91,Amazon,2017,3
2017-03-03,847.2,851.99,846.27,849.88,849.88,Amazon,2017,3
2017-03-06,845.23,848.49,841.12,846.61,846.61,Amazon,2017,3
2017-03-07,845.48,848.46,843.75,846.02,846.02,Amazon,2017,3
2017-03-08,848.0,853.07,846.79,850.5,850.5,Amazon,2017,3
2017-03-09,851.0,856.4,850.31,853.0,853.0,Amazon,2017,3
2017-03-10,857.0,857.35,851.72,852.46,852.46,Amazon,2017,3
2017-03-13,851.77,855.69,851.71,854.59,854.59,Amazon,2017,3
2017-03-14,853.55,853.75,847.55,852.53,852.53,Amazon,2017,3
2017-03-15,854.33,854.45,847.11,852.97,852.97,Amazon,2017,3
2017-03-16,855.3,855.5,850.51,853.42,853.42,Amazon,2017,3
2017-03-17,853.49,853.83,850.64,852.31,852.31,Amazon,2017,3
2017-03-20,851.51,857.8,851.01,856.97,856.97,Amazon,2017,3
2017-03-21,858.84,862.8,841.31,843.2,843.2,Amazon,2017,3
2017-03-22,840.43,849.37,839.05,848.06,848.06,Amazon,2017,3
2017-03-23,848.2,850.89,844.8,847.38,847.38,Amazon,2017,3
2017-03-24,851.68,851.8,843.53,845.61,845.61,Amazon,2017,3
2017-03-27,838.07,850.3,833.5,846.82,846.82,Amazon,2017,3
2017-03-28,851.75,858.46,850.1,856.0,856.0,Amazon,2017,3
2017-03-29,859.05,876.44,859.02,874.32,874.32,Amazon,2017,3
2017-03-30,874.95,877.06,871.66,876.34,876.34,Amazon,2017,3
2017-03-31,877.0,890.35,876.65,886.54,886.54,Amazon,2017,3
2017-04-03,888.0,893.49,885.42,891.51,891.51,Amazon,2017,4
2017-04-04,891.5,908.54,890.28,906.83,906.83,Amazon,2017,4
2017-04-05,910.82,923.72,905.62,909.28,909.28,Amazon,2017,4
2017-04-06,913.8,917.19,894.49,898.28,898.28,Amazon,2017,4
2017-04-07,899.65,900.09,889.31,894.88,894.88,Amazon,2017,4
2017-04-10,899.63,908.51,899.0,907.04,907.04,Amazon,2017,4
2017-04-11,907.04,911.24,897.5,902.36,902.36,Amazon,2017,4
2017-04-12,903.09,904.09,895.25,896.23,896.23,Amazon,2017,4
2017-04-13,891.45,894.97,884.49,884.67,884.67,Amazon,2017,4
2017-04-17,887.5,902.38,887.5,901.99,901.99,Amazon,2017,4
2017-04-18,900.99,909.61,900.78,903.78,903.78,Amazon,2017,4
2017-04-19,907.84,910.5,897.37,899.2,899.2,Amazon,2017,4
2017-04-20,899.7,905.32,896.29,902.06,902.06,Amazon,2017,4
2017-04-21,902.67,903.65,896.77,898.53,898.53,Amazon,2017,4
2017-04-24,908.68,909.99,903.82,907.41,907.41,Amazon,2017,4
2017-04-25,907.04,909.48,903.0,907.62,907.62,Amazon,2017,4
2017-04-26,910.3,915.75,907.56,909.29,909.29,Amazon,2017,4
2017-04-27,914.39,921.86,912.11,918.38,918.38,Amazon,2017,4
2017-04-28,948.83,949.59,924.33,924.99,924.99,Amazon,2017,4
2017-05-01,927.8,954.4,927.8,948.23,948.23,Amazon,2017,5
2017-05-02,946.65,950.1,941.41,946.94,946.94,Amazon,2017,5
2017-05-03,946.0,946.0,935.9,941.03,941.03,Amazon,2017,5
2017-05-04,944.75,945.0,934.22,937.53,937.53,Amazon,2017,5
2017-05-05,940.52,940.79,930.3,934.15,934.15,Amazon,2017,5
2017-05-08,940.95,949.05,939.21,949.04,949.04,Amazon,2017,5
2017-05-09,952.8,957.89,950.2,952.82,952.82,Amazon,2017,5
2017-05-10,953.5,953.75,945.0,948.95,948.95,Amazon,2017,5
2017-05-11,945.11,950.29,940.78,947.62,947.62,Amazon,2017,5
2017-05-12,954.5,962.79,951.53,961.35,961.35,Amazon,2017,5
2017-05-15,958.73,963.15,956.06,957.97,957.97,Amazon,2017,5
2017-05-16,961.0,970.06,960.91,966.07,966.07,Amazon,2017,5
2017-05-17,954.7,960.4,944.12,944.76,944.76,Amazon,2017,5
2017-05-18,944.8,962.75,944.76,958.49,958.49,Amazon,2017,5
2017-05-19,962.84,968.92,959.72,959.84,959.84,Amazon,2017,5
2017-05-22,964.0,971.38,962.9,970.67,970.67,Amazon,2017,5
2017-05-23,975.02,975.2,966.85,971.54,971.54,Amazon,2017,5
2017-05-24,976.0,981.0,970.23,980.35,980.35,Amazon,2017,5
2017-05-25,984.85,999.0,982.11,993.38,993.38,Amazon,2017,5
2017-05-26,995.0,998.65,989.25,995.78,995.78,Amazon,2017,5
2017-05-30,996.51,1001.2,995.52,996.7,996.7,Amazon,2017,5
2017-05-31,1000.0,1000.12,982.16,994.62,994.62,Amazon,2017,5
2017-06-01,998.59,998.99,991.37,995.95,995.95,Amazon,2017,6
2017-06-02,998.99,1008.48,995.67,1006.73,1006.73,Amazon,2017,6
2017-06-05,1007.23,1013.21,1003.51,1011.34,1011.34,Amazon,2017,6
2017-06-06,1012.0,1016.5,1001.25,1003.0,1003.0,Amazon,2017,6
2017-06-07,1005.95,1010.25,1002.0,1010.07,1010.07,Amazon,2017,6
2017-06-08,1012.06,1013.61,1006.11,1010.27,1010.27,Amazon,2017,6
2017-06-09,1012.5,1012.99,927.0,978.31,978.31,Amazon,2017,6
2017-06-12,967.0,975.95,945.0,964.91,964.91,Amazon,2017,6
2017-06-13,977.99,984.5,966.1,980.79,980.79,Amazon,2017,6
2017-06-14,988.59,990.34,966.71,976.47,976.47,Amazon,2017,6
2017-06-15,958.7,965.73,950.86,964.17,964.17,Amazon,2017,6
2017-06-16,996.0,999.75,982.0,987.71,987.71,Amazon,2017,6
2017-06-19,1017.0,1017.0,989.9,995.17,995.17,Amazon,2017,6
2017-06-20,998.0,1004.88,992.02,992.59,992.59,Amazon,2017,6
2017-06-21,998.7,1002.72,992.65,1002.23,1002.23,Amazon,2017,6
2017-06-22,1002.23,1006.96,997.2,1001.3,1001.3,Amazon,2017,6
2017-06-23,1002.54,1004.62,998.02,1003.74,1003.74,Amazon,2017,6
2017-06-26,1008.5,1009.8,992.0,993.98,993.98,Amazon,2017,6
